Restaurant Name,City,Area,Cuisine Type,Cost for Two,Ratings
Wow! China,Lucknow,"Lulu Mall, Lucknow",Chinese,500,4.7
Chango's,Lucknow,"Gomti Nagar, Lucknow",Japanese,1150,4.5
Upperdeck Restro,Lucknow,"Jankipuram, Lucknow",Multicuisine,1200,4.2
Fashion Tv Cafe,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,1000,4.0
Ministry Of Cuisine,Lucknow,"The Aviyaan Hotel, Lucknow",Indian,1500,4.0
Taproom Fresh Beer Cafe,Lucknow,"Muzaffar Nagar, Lucknow",Multicuisine,1000,4.0
Hudson Chopsticks Gomti Nagar,Lucknow,"Gomti Nagar, Lucknow","Pan Asian, Thai, Chinese",600,5.0
Kulhad Cafe,Lucknow,"New Rahim Nagar, Lucknow","Fast Food, Cafe",600,4.0
Biryani Stock Exchange,Lucknow,"Gomti Nagar, Lucknow",Biryani,400,4.0
Rolls King,Lucknow,"Gomti Nagar, Lucknow",Fast Food,400,4.0
Brun Haus,Lucknow,"Jankipuram, Lucknow",Multicuisine,500,4.0
Opal,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,1000,4.0
Fat Tiger,Lucknow,"Gomti Nagar, Lucknow","Italian, Continental, Fast Food",500,4.0
Dhoop Chhaon,Lucknow,"Aliganj, Lucknow",Fast Food,400,4.0
Samwitches,Lucknow,"Aliganj, Lucknow",Fast Food,400,4.0
The Scoop Shop,Lucknow,"Aliganj, Lucknow","Ice Cream, Shakes",250,4.0
Sora Bistro,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,500,4.0
Bombay Fast Food Corner,Lucknow,"Aliganj, Lucknow",Fast Food,400,4.0
House Of Caffeine,Lucknow,"Gomti Nagar, Lucknow",Fast Food,250,4.0
Kebab Junction,Lucknow,"Indira Nagar, Lucknow",Kebabs,300,4.0
Turmeric,Lucknow,"Gomti Nagar, Lucknow","Chinese, Indian",500,4.0
Gulli's Cafe,Lucknow,"Indira Nagar, Lucknow",Cafe,400,4.0
SRB Cafe & Snooker,Lucknow,"Vrindavan Colony, Lucknow",Italian,650,4.0
Haandiwali Didi,Lucknow,"Vrindavan Colony, Lucknow",North Indian,500,4.0
J Club,Lucknow,"Antas Shopping Mall & Multiplex, Gomti Nagar","Cocktail Menu, Finger Food",1000,5.0
The Happy Plates,Lucknow,"Aliganj, Lucknow","Fast Food, Italian",400,5.0
Furry Tales Cafe,Lucknow,"Gomti Nagar, Lucknow","Chinese, Multicuisine",300,4.0
The London Street Cafe,Lucknow,"Aliganj, Lucknow",Fast Food,300,4.0
The Rich Spoon,Lucknow,"Aliganj, Lucknow",Multicuisine,500,5.0
Regis Cafe,Lucknow,"The Regnant, Lucknow","Beverages, Cafe",700,5.0
The Liquid Club,Lucknow,"Felix Square, Lucknow",Multicuisine,1000,4.0
Dosaverse,Lucknow,"Ashiyana, Lucknow",South Indian,500,4.0
The Coffee Palette,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,800,3.9
ZORKO - Brand of Food lovers,Lucknow,"Gomti Nagar, Lucknow","Chinese, Continental",500,4.0
Happy Plates,Lucknow,"Ashiyana, Lucknow",Continental,500,4.0
Govindums Sweet & Restaurant,Lucknow,"Kanpur Road, Lucknow",Multicuisine,700,4.0
T3,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,1400,4.0
Wow Kuch Bhee Restro & Cafeteria,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,800,4.0
The Daily Grind,Lucknow,"Chandralok, Lucknow",Multicuisine,800,4.0
Shaukeens The Bistro,Lucknow,"Aliganj, Lucknow","Indian, Beverages, Chinese",800,4.0
Zorko Brand Of Food Lovers,Lucknow,"Kanchanpur, Lucknow",Fast Food,300,4.0
Springz,Lucknow,"All Seasons, Lucknow","Chinese, Indian, Continental",900,1.0
Bhukkad Junction,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,300,2.0
La Chakhna,Lucknow,"Aliganj, Lucknow",Korean,450,2.0
Terrace By Oaks,Lucknow,"Aliganj, Lucknow",Multicuisine,1000,3.5
Wok This Way,Lucknow,"Chinhat, Lucknow","Chinese, Continental",300,5.0
Rvd Cafe And Restaurant,Lucknow,"Indira Nagar, Lucknow",Multicuisine,850,4.0
Engineer's Kitchen,Lucknow,"Gomti Nagar, Lucknow","Indian, Chinese",500,4.0
Ni-Hao,Lucknow,"Gomti Nagar, Lucknow",Chinese,500,5.0
Regis Multicuisine Restaurant,Lucknow,"The Regnant, Lucknow",Multicuisine,1800,3.0
Nawabi Delights,Lucknow,"Chinhat, Lucknow",North Indian,300,5.0
Dream Art Cafe,Lucknow,"Aliganj, Lucknow",Multicuisine,1100,5.0
The Posh Pouf Restaurant,Lucknow,"LDA Colony, Lucknow",Multicuisine,600,3.7
Awadhi Restaurant & Cafe,Lucknow,"Gomti Nagar, Lucknow","Chinese, Indian",500,4.0
2 States Cafe & Restaurant,Lucknow,Bangla Bazar,"Chinese, Fast Food",300,4.7
Fusion Flavour,Lucknow,"Khurram Nagar, Lucknow",Multicuisine,800,4.0
Mr. Sandwich,Lucknow,"Indira Nagar, Lucknow",Fast Food,400,4.5
Ttamaasha Bistro Bar,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,1000,3.1
Royal Train Cuisine,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,600,4.0
The Hidden Cafe,Lucknow,"Gomti Nagar, Lucknow",Fast Food,300,4.0
Hum Tum Bun Tea,Lucknow,"Gomti Nagar, Lucknow","Italian, Continental",300,4.0
Chilli Town,Lucknow,"Kanpur Road, Lucknow",Multicuisine,500,4.0
Burning Beans,Lucknow,"Hotel Emperio Grand, Lucknow",Multicuisine,300,4.0
Smooth Brew Cafe,Lucknow,"Aashiana, Lucknow",North Indian,400,4.0
Chow & Fit Meals,Lucknow,"Gomti Nagar, Lucknow",Fast Food,300,4.0
Foxx Cafe Rooftop & Restro,Lucknow,"Indira Nagar, Lucknow",Multicuisine,800,4.0
Masaaledar,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,400,4.0
Bros And Co.,Lucknow,"Gomti Nagar, Lucknow",Cafe,300,4.0
Vegestic Multicuisine Restaurant,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,800,4.0
The Daily Roast Cafe,Lucknow,"Gomti Nagar, Lucknow",Fast Food,500,4.0
Street Foods By Punjab Grill,Lucknow,"Lulu Mall, Lucknow","Street Food, North Indian",800,4.0
Pizza Donut Factory,Lucknow,"Alambagh, Lucknow","Cafe, Pizza",200,4.0
Backbencher's Cafe,Lucknow,"Ashiyana, Lucknow","Continental, Chinese",150,4.0
Klub Bigg Boss,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,1000,4.0
Loaffee,Lucknow,"Gomti Nagar, Lucknow",Cafe,400,4.0
Mummba,Lucknow,"Gomti Nagar, Lucknow",Indian,450,4.0
Sardar G Malai Chaap Junction,Lucknow,"LDA Colony, Lucknow","Chinese, North Indian",500,4.0
The Comida,Lucknow,"Vrindavan Colony, Lucknow","Italian, South Indian",300,4.0
Kebabishk,Lucknow,"Aliganj, Lucknow","Mughlai, Awadhi",600,4.0
Street Foods By Punjab Grill,Lucknow,"Phoenix Palassio Mall, Lucknow","North Indian, Street Food",800,4.0
Salt & Pepper,Lucknow,"Mahanagar, Lucknow",Multicuisine,700,4.0
Tasty Bucks,Lucknow,"Aliganj, Lucknow",Fast Food,300,4.0
The Black Salt,Lucknow,"Indira Nagar, Lucknow","Continental, Chinese",200,4.0
The Love Garden,Lucknow,"Aashiana, Lucknow",Fast Food,300,4.0
Manbhavan Thali,Lucknow,"Gomti Nagar, Lucknow",North Indian,1300,4.4
Zao,Lucknow,"Gomti Nagar, Lucknow",Pan Asian,1500,4.7
Food Paradise,Lucknow,"Jankipuram, Lucknow",Multicuisine,700,4.0
Quantum Cuisine,Lucknow,"Raebareli Road, Lucknow",Multicuisine,800,5.0
Uncle Peter's Pancakes,Lucknow,"Aashiana, Lucknow","European, Desserts",500,5.0
Namaskaram - Taste Of South,Lucknow,"Gomti Nagar, Lucknow",South Indian,800,1.0
Wish Your Dish,Lucknow,"Vishnupuri, Lucknow",Multicuisine,850,3.2
Singato Cafe,Lucknow,"Sai Market, Lucknow",Cafe,250,5.0
Bhatti The Food Affair,Lucknow,"Indira Nagar, Lucknow",Multicuisine,600,4.0
The Grill Chill,Lucknow,"Mahanagar, Lucknow",Multicuisine,800,4.0
Bombay Mezbaan,Lucknow,"Khurram Nagar, Lucknow",Arabian,1000,4.0
Butler Palace,Lucknow,"Gomti Nagar, Lucknow",Bakery,400,4.0
Lucknow Darbar,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,500,4.0
Black Buck's Cafe,Lucknow,"Aliganj, Lucknow","Chinese, Indian, Continental",800,4.0
Dine Out City,Lucknow,"Aliganj, Lucknow",Multicuisine,700,1.0
Mystic Spice,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,1100,3.0
Sattva Restaurant And Banquets,Lucknow,"Aliganj, Lucknow","Chinese, Indian, Mughlai",800,1.0
Cafe Sure,Lucknow,"SureStay Hotel By Best Western, Lucknow",Multicuisine,800,4.0
Ding Dong,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,1000,4.0
The Urban Grub,Lucknow,"Aashiana, Lucknow",Multicuisine,700,3.8
Momosa,Lucknow,"Nijampur Malhaur, Lucknow",Fast Food,200,4.0
The food Oxide Cafe,Lucknow,"Jankipuram, Lucknow","Chinese, Continental",500,4.0
The Chow Kitchen,Lucknow,"Sai Market, Lucknow",Multicuisine,550,4.0
Moreish,Lucknow,"Alambagh, Lucknow",Multicuisine,900,4.1
Brio Art Cafe,Lucknow,Ramada Lucknow Hotel & Convention Center,"Cafe, European",1500,4.6
Brew Your Dreams,Lucknow,"Ashiyana, Lucknow","Italian, Continental",500,4.0
Pendulam Bar,Lucknow,"The Centrum, Lucknow",Multicuisine,2000,4.0
Delhi Choti Line,Lucknow,"Adil Nagar, Lucknow","Chinese, Mughlai, North Indian",500,4.0
Dum,Lucknow,"The Centrum, Lucknow",Multicuisine,2000,5.0
Lucknowi Thaath,Lucknow,"Gomti Nagar, Lucknow","Mughlai, Indian",1000,5.0
V2 Cafe Restro & Banquet,Lucknow,"Indira Nagar, Lucknow",Multicuisine,500,3.0
Sky Face Restaurant,Lucknow,"Indira Nagar, Lucknow",Cafe,700,5.0
Khadak Singh Da Dhaba,Lucknow,"Indira Nagar, Lucknow",Multicuisine,400,5.0
The House Of Honour,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,1000,5.0
Youngster's 222,Lucknow,"Millenia Regency, Lucknow",Fast Food,550,4.5
The Tipsy Trunk - T3,Lucknow,"Alambagh, Lucknow",Multicuisine,1200,4.7
The Bean Story,Lucknow,"Utopian Luxe Hotel, Lucknow","Chinese, Indian, Pan Asian",2250,4.5
Stag Nite Bar & Restaurant,Lucknow,"Aashiana, Lucknow",Multicuisine,900,4.0
Aroma,Lucknow,"Mubarakpur, Lucknow",Multicuisine,1000,4.0
Al Bateel - Indo Turkish Restaurant,Lucknow,"Aliganj, Lucknow",Turkish,1000,2.0
Adda Yaaro Ka,Lucknow,"Ashiyana, Lucknow","North Indian, Chinese",550,1.0
Mr. Ten,Lucknow,"Gomti Nagar, Lucknow","Beverages, Fast Food",400,1.0
Dreamy Delicacies,Lucknow,"Aliganj, Lucknow","Indian, Chinese",500,3.8
Brew Bakes Cafe,Lucknow,"Jankipuram, Lucknow",Multicuisine,800,5.0
Kareem's,Lucknow,"Ashiyana, Lucknow",North Indian,1000,5.0
Rollarappaa,Lucknow,"Indira Nagar, Lucknow",Fast Food,250,4.0
Ubaal Restaurant & Cafe,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,400,4.0
Chatkara Junction,Lucknow,"Indira Nagar, Lucknow",Fast Food,200,4.0
The Heaven Club,Lucknow,"Aashiana, Lucknow","Chinese, Indian, South Indian",500,4.0
V Square Restaurant and Banquet,Lucknow,"HOTEL V SQUARE, Lucknow",North Indian,900,4.0
Pincio Lounge,Lucknow,"Sadar Bazaar, Lucknow","Beverages, Multicuisine",1000,4.0
Rollarappa,Lucknow,"Gomti Nagar, Lucknow",Fast Food,300,4.0
The Upper Heaven,Lucknow,"Vikas Nagar, Lucknow",Multicuisine,900,4.0
The Blue Plates Cafe,Lucknow,"Gomti Nagar, Lucknow",Fast Food,500,4.0
Fithoor,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,500,4.0
Zaffran,Lucknow,"Utopian Luxe Hotel, Lucknow",Multicuisine,2250,4.0
Rasoiyaan,Lucknow,"Gomti Nagar, Lucknow",Indian,700,4.0
Pizza Talkies-The Filmy Cafe,Lucknow,"LDA Colony, Lucknow",Italian,400,4.0
Hash Guys,Lucknow,"Gomti Nagar, Lucknow",Continental,500,4.0
The Restonish,Lucknow,"Indira Nagar, Lucknow","Indian, Chinese, Continental",600,4.0
Mutual Flavours Restaurant,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,800,5.0
M. Factoree,Lucknow,"Aliganj, Lucknow","Italian, Coffee",500,5.0
Tikka Mahal,Lucknow,"Ashiyana, Lucknow",Multicuisine,800,5.0
Seven Palms,Lucknow,"Omaxe City, Lucknow",Multicuisine,800,4.0
The Pebbles Bistro & Bar,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,1000,3.5
The Canopus Lounge,Lucknow,The Piccadily Lucknow,Multicuisine,600,3.7
The Chef's Kitchen,Lucknow,"LDA Colony, Lucknow",Multicuisine,600,3.7
The Gravity,Lucknow,"Omaxe City, Lucknow",Multicuisine,700,5.0
Royal Chimney,Lucknow,"Jankipuram, Lucknow",Multicuisine,800,2.0
Zillennial Coffee Cafe,Lucknow,"Jankipuram, Lucknow",Italian,500,4.0
Spice & Dice,Lucknow,"Ashiyana, Lucknow",Indian,500,4.0
Swaad Anusar,Lucknow,"Gomti Nagar, Lucknow","Chinese, North Indian",800,4.0
Planters Tea & Book Cafe,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,600,4.0
Hungry Hive,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,400,4.0
Raftaar Restaurant cafe,Lucknow,"Nijampur Malhaur, Lucknow",Multicuisine,600,4.0
Vintage Cafe,Lucknow,"Indira Nagar, Lucknow",Multicuisine,600,4.0
2D Cafe & Bakery,Lucknow,"Gomti Nagar, Lucknow","Chinese, Coffee, Italian",750,4.0
The Vyanjan Box,Lucknow,"Aashiana, Lucknow","Indian, Chinese",300,4.0
The Sky Town,Lucknow,"Gomti Nagar, Lucknow","Chinese, Indian",600,4.0
The Kitchen,Lucknow,"Jankipuram, Lucknow",North Indian,1000,4.0
The Marigold- Fine Dine Restaurant,Lucknow,"Aashiana, Lucknow",Multicuisine,800,3.4
Golden Bowl,Lucknow,"Hotel SS Grand, Lucknow",Multicuisine,800,5.0
Shakuntalam,Lucknow,"Kanpur Road, Lucknow",Multicuisine,500,2.0
Bikanervala,Lucknow,"Lulu Mall, Lucknow",Multicuisine,400,4.5
Haldiram's,Lucknow,"Gomti Nagar, Lucknow",Street Food,400,5.0
Quila - The Nightclub,Lucknow,"Chinhat, Lucknow",Multicuisine,1000,4.0
Doodle Cafe,Lucknow,"Nijampur Malhaur, Lucknow",Multicuisine,400,5.0
Talllk Espresso Bar & Kitchen,Lucknow,"Gomti Nagar, Lucknow",Italian,1000,4.6
Club Orchid,Lucknow,"Gomti Nagar, Lucknow",Fast Food,800,4.0
Zillennial Coffee Cafe,Lucknow,"Chinhat, Lucknow",Italian,500,4.0
Ruby Lounge,Lucknow,"Hotel SS Grand, Lucknow",Multicuisine,700,4.0
Chaap Lover,Lucknow,"Chinhat, Lucknow",Chinese,700,4.0
Arabica Cafe,Lucknow,"Crown Mall, Chinhat",Multicuisine,600,4.0
Meal Jet,Lucknow,"Jankipuram, Lucknow","Chinese, Mughlai, North Indian",600,4.0
The Swad Restaurant & Banquet Hall,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,700,4.0
The House Of Cakes,Lucknow,"Jankipuram, Lucknow",Bakery,500,3.0
Tasty Terrace,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,500,4.0
Flames of Arabia,Lucknow,"Gomti Nagar, Lucknow",Arabian,1000,1.0
Healthy Panda,Lucknow,"Gomti Nagar, Lucknow","Chinese, Continental",500,4.1
Frolick,Lucknow,"Gomti Nagar, Lucknow",Ice Cream,200,4.0
Cream & Crumbs,Lucknow,"The Piccadily , Lucknow","Bakery, Desserts",400,4.0
The Bridge,Lucknow,"Deep Clarks Inn, Lucknow",Multicuisine,1500,4.0
Biryani Blues,Lucknow,"Phoenix United Mall, Alambagh",Biryani,700,4.0
Asia Seven,Lucknow,"Phoenix Palassio Mall, Lucknow",Asian,400,4.0
34 Chowringhee Lane,Lucknow,"Gomti Nagar, Lucknow",Fast Food,600,4.0
Sardar Ji Bakhsh Coffee,Lucknow,"Gomti Nagar, Lucknow",Fast Food,700,4.0
Dona Paula - By Vint Club,Lucknow,"Golf City, Ansal, Lucknow",Chinese,3000,4.0
By The Way,Lucknow,"The Piccadily , Lucknow",Coffee and Tea,400,4.0
Taco Bell,Lucknow,"Lulu Mall, Lucknow",Mexican,350,4.0
The Foodie Junction,Lucknow,"Ashiyana, Lucknow",Multicuisine,600,3.7
SKY11,Lucknow,"Holiday Inn Lucknow Airport, an IHG Hotel",Multicuisine,1600,1.0
Toast N Beans Cafe,Lucknow,"Ashiyana, Lucknow",Continental,7,3.0
The Royal Fusion Cafe & Lounge,Lucknow,"Alambagh, Lucknow","Chinese, North Indian",600,2.0
Sanskriti Sweets And Restaurant,Lucknow,"Gomti Nagar, Lucknow",Multicuisine,600,4.0
Maa Paa Cafe & Restaurant,Lucknow,"Gomti Nagar, Lucknow",Indian,500,4.0
Remix All Day Dining,Lucknow,"Gomti Nagar, Lucknow","Indian, Chinese",1000,2.3
Greasy Spoon,Lucknow,"Millenia Regency, Lucknow",Multicuisine,1400,3.4
Insignia By INOX,Lucknow,"Gomti Nagar, Lucknow",Fast Food,1000,4.6
Latest Recipe,Kochi,"Le Meridien, Kochi",Multicuisine,2000,4.8
Roastown Global Grill,Kochi,"Edappally, Kochi",Multicuisine,1000,4.4
Kyra,Kochi,"Vennala, Kochi","Greek, Persian, Turkish",2000,4.0
Masala,Kochi,"Holiday Inn Cochin, Kochi",Multicuisine,2500,4.3
Lila's Kitchen,Kochi,"Port Muziris, a Tribute Portfolio Hotel, Kochi",Multicuisine,1500,4.0
Punjab Grill,Kochi,"Edappally, Kochi",North Indian,1500,4.3
Kochi Kitchen,Kochi,"Marriott, Kochi",Multicuisine,1900,4.3
The square,Kochi,"Novotel Kochi Infopark, Kakkanad",Multicuisine,2500,2.0
The Eatery,Kochi,"Four Points by Sheraton, Kochi",Multicuisine,1600,4.6
You Mee,Kochi,"Forum mall, Kochi",Pan Asian,1500,4.6
All Spice,Kochi,"Four Points by Sheraton, Kochi",Indian,2000,4.5
Malabar Cafe,Kochi,Grand Hyatt Kochi Bolgatty,Kerala,2400,4.7
Cassava,Kochi,"Marriott, Kochi","Kerala, South Indian",2000,3.8
Palaaram,Kochi,"Kadavanthra, Kochi","South Indian, Kerala",650,4.5
The Pavilion,Kochi,The Renai Cochin,Multicuisine,1300,4.2
Talk of the Town,Kochi,"Palarivattom, Kochi",Multicuisine,550,4.0
Caper,Kochi,"Four Points by Sheraton, Kochi",Finger Food,2600,4.0
Ceylon Bake House,Kochi,"Ernakulam South, Kochi",Indian,1000,5.0
Barbeque Nation,Kochi,"Lulu Mall, Kochi",Multicuisine,2000,4.4
Chopstix,Kochi,"Kakkanad, Kochi",Pan Asian,700,4.5
Hoy Momo,Kochi,"Edappally, Kochi",Asian,700,3.6
Hoy Punjab,Kochi,"Hotel Garden Inn, Kochi","Chinese, North Indian",1500,4.6
Kubaba Kuzhimandhi,Kochi,"Edappally, Kochi","Arabian, Mandi",900,4.3
Chopstix Signature,Kochi,"Panampilly Nagar, Kochi","Thai, Chinese",700,4.5
Mosaic,Kochi,"Crowne Plaza, Kochi",Multicuisine,1450,4.3
United Coconut by Chef Pillai,Kochi,"Centre Square Mall, Mahatma Gandhi Road",Multicuisine,1000,4.4
WOK THE BEAT,Kochi,"Cheranallur, Kochi",Korean,600,4.5
Ciao Cochin,Kochi,"Holiday Inn Cochin, Kochi",Italian,1500,4.4
Meen by Chef Pillai,Kochi,"Forum mall, Kochi",South Indian,1000,4.7
Big Mouth BBQ & Grill,Kochi,"Kakkanad, Kochi",Multicuisine,1000,4.7
Jetty,Kochi,"Fort, Kochi",Multicuisine,1500,4.5
Cocoa Tree,Kochi,"Panampilly Nagar, Kochi","Cafe, European",500,5.0
Kerala Cafe,Kochi,"Fort, Kochi","Kerala, Seafood",500,4.0
The Salt Restaurant,Kochi,"Thoppumpady, Kochi",Multicuisine,800,5.0
Artiste The Restaurant by Marriott Bonvoy,Kochi,"The Artiste, Kochi",Multicuisine,1800,4.0
Bektash,Kochi,"Edappally, Kochi",Arabian,400,5.0
Vasco Da Gama,Kochi,"Casino Hotel, Kochi","Finger Food, Multicuisine",2000,5.0
Cafe De Bangkok,Kochi,"Kadavantra, Kochi",Pan Asian,800,4.0
Rasanai Kochi,Kochi,"Panampilly Nagar, Kochi",Kerala,800,4.8
Oasis,Kochi,"Holiday Inn Cochin, Kochi",Asian,3000,4.3
Nasi And Mee,Kochi,"M.G. Road, Kochi",Pan Asian,900,4.5
The Hearth Kitchen,Kochi,"Kakkanad, Kochi",Italian,700,5.0
Tharavadu Multi-Cuisine Restaurant,Kochi,"Casino Hotel, Kochi","South Indian, Multicuisine",1400,4.5
Aah,Kochi,The Postcard Mandalay Hall,Kerala,1800,4.0
Pavillion Restaurant By Abad Fort,Kochi,"Hotel Abad Fort, Kochi",Multicuisine,1000,4.0
Armoury Cafe,Kochi,"Brunton Boatyard - CGH Earth, Kochi",Multicuisine,2200,4.6
Supreme Upper Crust,Kochi,"Vennala, Kochi",Multicuisine,1000,4.2
Let’s Dine Essence,Kochi,"Loft Business Hotel, Kochi",Multicuisine,800,5.0
Kannimango,Kochi,"Kadavanthra, Kochi",Kerala,900,3.5
The Oven,Kochi,"Durbar Hall Road, Ernakulam, Kochi",Multicuisine,600,4.8
Sky Grill Lounge Bar & Restaurant,Kochi,"Crowne Plaza, Kochi","Cocktail Menu, Multicuisine",1600,4.0
Grand Entree,Kochi,"Vennala, Kochi",Multicuisine,800,4.8
The Kettle Tea Lounge,Kochi,"Port Muziris, a Tribute Portfolio Hotel, Kochi","Cafe, Multicuisine",1500,1.0
Fort Cochin Seafood Speciality Kitchen & Lounge,Kochi,"Casino Hotel, Kochi",Seafood,1700,5.0
Nagas,Kochi,"Kakkanad, Kochi","Andhra, Hyderabadi",1000,4.0
The Grillax,Kochi,"Perumbavoor, Kochi",Multicuisine,600,5.0
Deli KC,Kochi,"Holiday Inn Cochin, Kochi",Multicuisine,900,5.0
District 7 Encore,Kochi,"Kadavanthra, Kochi","Fusion, Asian",1500,4.5
Let's Dine Riverview,Kochi,"Kakkanad, Kochi",Multicuisine,900,4.5
Pandhal Cafè & Deli,Kochi,"Kadavanthra, Kochi",Bakery,800,4.5
Dindigul Thalappakatti,Kochi,"Kalamassery, Kochi",Biryani,950,5.0
Thai Soul,Kochi,Grand Hyatt Kochi Bolgatty,Thai,2200,4.7
Sky Lounge 10,Kochi,"Olive Downtown, Kochi",Continental,1100,3.8
Pandhal Cafè & Deli,Kochi,"Edappally, Kochi","Bakery, Cafe",1200,4.4
Aavi,Kochi,"Panampilly Nagar, Kochi",Kerala,500,2.3
Spice It,Kochi,"ibis Kochi City Centre, Kochi",Multicuisine,2478,3.7
Pandhal Cafe & Deli,Kochi,"Fort, Kochi",Bakery,800,4.5
History,Kochi,"Brunton Boatyard - CGH Earth, Kochi",Indian,1800,4.0
10 Degree North,Kochi,"Marriott, Kochi",Finger Food,1500,5.0
Edam Art Cafe,Kochi,"Panampilly Nagar, Kochi","Cafe, Multicuisine",600,4.3
Plan B,Kochi,"Fort, Kochi",American,1000,3.2
Keshia,Kochi,Radisson Blu Kochi,Multicuisine,1500,4.4
Restaurant Chef Pillai,Kochi,"Le Meridien, Kochi",South Indian,1500,4.5
Timesquare,Kochi,"Daya by Renai, Kochi",Multicuisine,1600,5.0
Zoka,Kochi,"Crowne Plaza, Kochi",Pan Asian,2000,4.6
Colony Clubhouse & Grill,Kochi,Grand Hyatt Kochi Bolgatty,Finger Food,3000,4.5
SunDeck Bar,Kochi,"Kakkanad, Kochi",Multicuisine,2000,4.0
The Bar,Kochi,"Novotel Kochi Infopark, Kakkanad","Finger Food, Cocktail Menu",2500,4.0
Fennel,Kochi,"Ramada Resort by Wyndham, Kochi",Multicuisine,1500,4.6
Areena Bar,Kochi,"Olive Downtown, Kochi",Finger Food,1000,4.0
Cafe 17,Kochi,"Ravipuram, Kochi","American, European",1000,4.7
Connexions,Kochi,"Crowne Plaza, Kochi","Cocktail Menu, Finger Food",2000,4.0
Cafe DurBar AFC,Kochi,"Durbar Hall Road, Ernakulam, Kochi",Fast Food,300,3.0
Club 11 Hundred,Kochi,"Ramada Resort by Wyndham, Kochi","Finger Food, Cocktail Menu",1400,4.0
Black Pearl,Kochi,"Palarivattom, Kochi",Chinese,1000,5.0
Cafe Moon By Sol Kitchen,Kochi,"Vyttila, Kochi",Multicuisine,500,5.0
Best Bakers,Kochi,"Toll Junction, Ernakulam, Kochi","Beverages, Desserts",300,5.0
Steam N Mugs,Kochi,"Kakkanad, Kochi",Multicuisine,1100,4.2
City View Restaurant,Kochi,"Presidency City Centre, Kochi",Multicuisine,1000,4.0
Momo & Me,Kochi,"Kakkanad, Kochi",Asian,500,5.0
High Bar,Kochi,Radisson Blu Kochi,Multicuisine,900,3.3
East India Street Café,Kochi,"Panampilly Nagar, Kochi",Western,600,4.0
Pool Bar,Kochi,"Marriott, Kochi",Finger Food,1000,4.0
Momo Cafe,Kochi,Courtyard by Marriott Kochi Airport,All Day Dining,2000,5.0
Little Soi,Kochi,"Panampilly Nagar, Kochi",Asian,700,5.0
Kochi Kapital Kafe,Kochi,"Fort, Kochi",Continental,600,4.5
Bloom Cafe,Kochi,Bloom Boutique | Waterfront Fort Kochi,Multicuisine,1200,4.0
Watson's,Kochi,"Kacheripady, Ernakulam, Kochi","North Indian, South Indian",1700,3.6
Zodiac - All Day Dining - Fortune Airport Road Kochi Member ITC Hotel's Group,Kochi,"Fortune Airport Road, Kochi",Multicuisine,1600,4.0
Noorjehan Multi-Cuisine Restaurant,Kochi,"Aluva, Kochi",Multicuisine,1000,4.6
Lila-Curated Experiences,Kochi,"Fort, Kochi",Multicuisine,800,4.0
The Muze - The rooftop pool bar by Port Muziris,Kochi,"Port Muziris, a Tribute Portfolio Hotel, Kochi","Cocktail Menu, Finger Food",1500,4.0
Dosa World,Kochi,"Kacheripady, Ernakulam, Kochi",South Indian,800,4.0
Aroma Kitchen,Kochi,"Panampilly Nagar, Kochi",South Indian,300,4.2
Westleys Restocafe,Kochi,"Edappally, Kochi","Western, Continental",800,3.0
Wolkano Creamery,Kochi,"Ernakulam, Vennala, Kochi",Desserts,300,5.0
Zayka By The Hagrids Kitchen,Kochi,"Kadavanthra, Kochi",Indian,1500,4.7
Food town,Kochi,"NM Royale County, Kochi",Multicuisine,1200,4.0
Wow! Chicken,Kochi,"Lulu International Shopping Mall, Edappally",Fast Food,300,4.5
Wow! Momo,Kochi,"Lulu Mall, Kochi",Momos,400,4.5
Cheenavala,Kochi,"Edappally, Kochi",Kerala,1200,2.5
Sheesha lounge,Kochi,"Marriott, Kochi","Finger Food, Multicuisine",2200,5.0
Regency By Hotel Abad Plaza,Kochi,"Abad Plaza Hotel, MG Road, Kochi",Multicuisine,1600,4.5
