Restaurant Name,City,Area,Cuisine Type,Cost for Two,Ratings
SHIN'YA,delhi-ncr,"Hyatt Regency, Gurgaon",Multicuisine,₹3000 for two,4.3
Cafe Ifittin,delhi-ncr,"Sector 47, Gurgaon",Continental,₹1100 for two,4.0
Pablo's Chicken,delhi-ncr,"Sector 54, Gurgaon",Multicuisine,₹500 for two,4.0
Made In Punjab,delhi-ncr,"DLF Mall of India, Sector 18, Noida",North Indian,₹1500 for two,4.3
Moon Dust Cafe by Baan Thai,delhi-ncr,"Sector 61, Gurgaon","Thai, Multicuisine",₹1200 for two,3.8
Matamaal,delhi-ncr,"Sikandarpur, Gurgaon",Kashmiri,₹1200 for two,4.6
Sananda,delhi-ncr,"Sector 75, Noida",Modern Indian,₹2000 for two,4.0
Banng,delhi-ncr,"Two Horizon Center, Golf Course Road",Thai,₹2500 for two,4.3
Lush Restro & Bar,delhi-ncr,Ramada Encore By Wyndham Gurugram Dwarka Expressway,Multicuisine,₹1500 for two,4.0
Rubicon Bar & Cigar Lounge,delhi-ncr,"The Leela Ambience, Gurgaon","Finger Food, Cocktail Menu",₹1800 for two,4.9
Moti Mahal Delux Restaurant,delhi-ncr,"Sahibabad, Ghaziabad",Multicuisine,₹1000 for two,2.5
Bombay Club,delhi-ncr,"Chattarpur, South Delhi",Continental,₹1500 for two,4.4
Fable & Frost Cafe,delhi-ncr,"Sector 104, Noida","Chinese, Continental",₹1200 for two,4.0
Café Bean and Basil,delhi-ncr,"Sector 32, Noida",Continental,₹900 for two,4.6
Rubato- Bistro & Lounge,delhi-ncr,"M3m 65th Avenue, Sector 65, Gurgaon",Multicuisine,₹1500 for two,5.0
U & Me Fine Dine And Lounge,delhi-ncr,"Sector 141, Noida","Fast Food, Cafe",₹1500 for two,4.0
Scarlet Bar,delhi-ncr,Radisson Blu Hotel Greater Noida,"Cocktail Menu, Multicuisine",₹2200 for two,5.0
G3 Cafe,delhi-ncr,"Preet Vihar, East Delhi",Multicuisine,₹1500 for two,2.8
Cafe Buddy's Espresso,delhi-ncr,"Sector 15, Faridabad",Cafe,₹600 for two,5.0
Sunset Story Lounge,delhi-ncr,"The Westin, Gurgaon","Finger Food, Cocktail Menu",₹2500 for two,4.2
SIDEWOK,delhi-ncr,"Max Square, Sector 129, Noida",Multicuisine,₹2000 for two,5.0
Geoffrey's,delhi-ncr,"Park Plaza, Faridabad","Multicuisine, Cocktail Menu",₹2500 for two,4.4
Blooms,delhi-ncr,"Eros Hotel, Nehru Place",Multicuisine,₹3500 for two,4.3
Karwaan - Journey to Mughal cuisine,delhi-ncr,"Mayur Vihar Phase 1, East Delhi",Multicuisine,₹1600 for two,4.0
Matchbox,delhi-ncr,"Hauz Khas Village, South Delhi",Multicuisine,₹1500 for two,3.7
The Brook,delhi-ncr,"Cross Point Mall, Gurgaon",Multicuisine,₹2000 for two,4.0
DORSIA BYOB,delhi-ncr,"Bandhwari, Gurgaon",Multicuisine,₹2500 for two,5.0
Zura,delhi-ncr,"Safdarjung, South Delhi",Multicuisine,₹2000 for two,4.0
Soi 7,delhi-ncr,"Cyber Hub, Gurgaon","Finger Food, Pan Asian",₹2000 for two,4.0
Cove The Bar,delhi-ncr,"Radisson Blu, Faridabad","Finger Food, Cocktail Menu",₹2000 for two,4.4
KB2,delhi-ncr,"Unitech Cyber Park, Gurgaon",Multicuisine,₹800 for two,5.0
LA Fiorito,delhi-ncr,"Punjabi Bagh, West Delhi",European,₹1000 for two,4.0
Eat Out Get Fit,delhi-ncr,"Adchini, South Delhi","Healthy Food, Continental",₹500 for two,4.9
Pinxx by Regenta Inn,delhi-ncr,"Sector 36, Noida",Multicuisine,₹1000 for two,4.2
Laa Favouritie Cafe,delhi-ncr,"East Patel Nagar, Central Delhi",Italian,₹1000 for two,5.0
Chuckling Chatore,delhi-ncr,"Saidulajab, South Delhi","Cafe, North Indian",₹700 for two,4.0
Novy,delhi-ncr,"Sector 27, Gurgaon, Gurgaon","Global Cuisine, Fusion",₹1700 for two,4.0
The Ivy,delhi-ncr,"Sector 50, Gurgaon",Italian,₹1500 for two,4.7
La Piazza,delhi-ncr,"Hyatt Regency, New Delhi",Italian,₹4500 for two,4.5
Mazi,delhi-ncr,"Tagore Garden, West Delhi",Multicuisine,₹1200 for two,3.6
Quay,delhi-ncr,"Lajpat Nagar 3, South Delhi",Multicuisine,₹1500 for two,5.0
Big Dream Cafe,delhi-ncr,"Sector 58, Gurgaon",Multicuisine,₹1400 for two,1.8
Charcha,delhi-ncr,"Kamla Nagar, North Delhi","Beverages, Italian",₹1000 for two,4.5
Tathastu Clubstraunt & Bar,delhi-ncr,"Greater Noida, Noida",Multicuisine,₹1200 for two,3.7
Tea Lounge,delhi-ncr,"Eros Hotel, Nehru Place",Coffee and Tea,₹1500 for two,4.7
Spize Sizzlers - Bistro & Bar,delhi-ncr,"Sector 63, Noida",Multicuisine,₹3000 for two,4.0
Dosa Planet,delhi-ncr,"Kashmiri Gate, East Delhi",South Indian,₹500 for two,4.4
Voya by Saulé,delhi-ncr,"Sector 128, Noida",Global Cuisine,₹2000 for two,4.0
Nakshatra Sky Dining,delhi-ncr,"Vivek Vihar, East Delhi",Multicuisine,₹2000 for two,4.0
Norman,delhi-ncr,"JW Marriott Aerocity, New Delhi",Multicuisine,₹3500 for two,4.0
Copper Moon,delhi-ncr,"Indirapuram, Ghaziabad",Multicuisine,₹1000 for two,4.5
Mini Goa Cafe,delhi-ncr,"Sector 59, Gurgaon",Multicuisine,₹1500 for two,5.0
Misosexy,delhi-ncr,"Mehrauli, South Delhi",Pan Asian,₹4000 for two,4.0
Bloom Cafe,delhi-ncr,"Connaught Place (CP), Central Delhi",Multicuisine,₹1200 for two,4.0
Neptune Bar,delhi-ncr,"Vivek Vihar, East Delhi",Multicuisine,₹2000 for two,4.0
Coffee Brat & Co.,delhi-ncr,"Sector 144, Noida","Cafe, Indian, Continental",₹750 for two,4.0
Bao ‘n More,delhi-ncr,"Sector 43, Gurgaon",Pan Asian,₹1200 for two,5.0
Peng You Quan,delhi-ncr,"DLF South Point Mall, Golf Course Road",Chinese,₹1200 for two,4.8
Flavours,delhi-ncr,"Delite Sarovar Portico, Faridabad","Chinese, North Indian",₹1600 for two,5.0
The Ninth House,delhi-ncr,"Sector 144, Noida",Multicuisine,₹1500 for two,4.1
Bukhara,delhi-ncr,"ITC Maurya, New Delhi",North West Frontier,₹6500 for two,4.6
Vyanjanam Fine Dining Restaurant,delhi-ncr,"Balco Market, Patparganj, East Delhi","South Indian, Chinese, North Indian",₹1000 for two,4.0
TGH Bar & Terrace Dining,delhi-ncr,"Galaxy blue Sapphire Mall,Greater Noida",Multicuisine,₹1000 for two,2.0
H2 Orbit,delhi-ncr,"Laxmi Nagar, East Delhi",North Indian,₹1000 for two,4.0
Ghaint Pajiii,delhi-ncr,"Sector 121, Noida",Fast Food,₹600 for two,4.0
Beyond Beer,delhi-ncr,"Kamla Nagar, North Delhi",Multicuisine,₹1000 for two,4.0
Popcorn & Co.,delhi-ncr,"Naraina, South Delhi",Fast Food,₹198 for two,4.0
Nest by 1Oak,delhi-ncr,"Greater Kailash (GK) 2, South Delhi","Italian, Asian",₹2000 for two,5.0
Azora - By Cherish,delhi-ncr,"Paschim Vihar, West Delhi",Multicuisine,₹1200 for two,4.3
Ano Tai,delhi-ncr,"Jaypee Vasant Continental, New Delhi",Chinese,₹2500 for two,4.9
Sinsa Seoul Cafe,delhi-ncr,"Satyaniketan, South Delhi",Korean,₹700 for two,5.0
Kaansa,delhi-ncr,"Crowne Plaza, Gurgaon","Cocktail Menu, Modern Indian",₹3000 for two,5.0
Konfidential,delhi-ncr,"Kailash Colony, South Delhi","Cafe, Multicuisine",₹1200 for two,1.0
F Bar & Lounge Gurgaon,delhi-ncr,"Sector 63, Gurgaon","Chinese, North Indian",₹2000 for two,5.0
Terrace Grill,delhi-ncr,"Vaishali, Ghaziabad",North Indian,₹1500 for two,4.3
Genzee Cafe & Fine Dine,delhi-ncr,"Sector 75, Noida",Multicuisine,₹1200 for two,4.0
Colonel's Kababz,delhi-ncr,"R K Puram, South Delhi",North Indian,₹800 for two,4.7
Tequila Express,delhi-ncr,"Vikaspuri, West Delhi",Multicuisine,₹900 for two,3.7
Folks,delhi-ncr,Aipl Joy Street Gurgaon Sector 66,Multicuisine,₹1500 for two,4.3
Melange,delhi-ncr,"The Pllazio Hotel, Gurgaon",Multicuisine,₹1700 for two,4.3
Hitchin Bistro,delhi-ncr,"Sector 104, Noida",Multicuisine,₹1100 for two,4.0
LaBash,delhi-ncr,"Raj Nagar, Ghaziabad",Multicuisine,₹1700 for two,4.0
Starving Panda Bistro,delhi-ncr,"Sector 46, Gurgaon, Gurgaon",Multicuisine,₹1400 for two,4.8
Avartana,delhi-ncr,"ITC Maurya, New Delhi",South Indian,₹7000 for two,3.3
Dear Donna,delhi-ncr,"Qutab Institutional Area, South Delhi","American, Finger Food",₹3000 for two,3.7
Country Lounge,delhi-ncr,"Country Inn & Suites by Radisson, Ghaziabad","Cafe, Desserts",₹2000 for two,5.0
Smaaash,delhi-ncr,"Radisson Blu Hotel, Dwarka",Multicuisine,₹1200 for two,4.3
RAJGHARANA,delhi-ncr,"Signature Global Mall, Vaishali","Chinese, North Indian, Rajasthani",₹1700 for two,3.3
Krishnam Restaurant,delhi-ncr,"Raj Nagar, Ghaziabad",Multicuisine,₹800 for two,5.0
Chevron,delhi-ncr,"Prism Tower, Gwal Pahari","European, oriental",₹2800 for two,4.6
Drink & Dine by Terrace,delhi-ncr,"Spectrum Metro Mall, Noida",Multicuisine,₹1200 for two,3.7
RHUM Bar and Restaurant,delhi-ncr,"Sector 66, Gurgaon",Multicuisine,₹1100 for two,4.0
Lutyens Deli,delhi-ncr,"The Claridges, New Delhi",Multicuisine,₹5000 for two,5.0
Pikwik Since 1991,delhi-ncr,"Ring Road Mall, Rohini",Indian,₹800 for two,4.5
Rockers And Shockers,delhi-ncr,"Mayur Vihar Phase 1, East Delhi","Chinese, North Indian",₹700 for two,4.4
The Kaanch - Family Restro & Lounge Bar,delhi-ncr,"Mayur Vihar Phase 3, East Delhi",Multicuisine,₹1100 for two,5.0
Pizza by Rimha,delhi-ncr,"Sector 50, Gurgaon",Italian,₹800 for two,5.0
Café Ciro,delhi-ncr,"Sector 120, Noida",Multicuisine,₹1000 for two,4.5
Scruples Bar,delhi-ncr,"The Pllazio Hotel, Gurgaon","Cocktail Menu, Finger Food",₹1500 for two,5.0
Bar Musui,delhi-ncr,"Grand Hyatt, Gurgaon","Finger Food, Cocktail Menu",₹4000 for two,5.0
Delectable Cafe,delhi-ncr,"Baani square, Sector 50, Gurgaon",Multicuisine,₹500 for two,4.8
The Dark Room,delhi-ncr,"Galaxy blue Sapphire Mall,Greater Noida",Multicuisine,₹1600 for two,5.0
Garden Grub Cafe,delhi-ncr,"Sector 43, Gurgaon",Multicuisine,₹800 for two,5.0
Meal Rocket 24,delhi-ncr,"Sector 66, Gurgaon","North Indian, Mughlai",₹700 for two,5.0
Spice Era,delhi-ncr,"Sector 10, Rohini, West Delhi",Multicuisine,₹900 for two,3.8
Orchid,delhi-ncr,"Fortune Park Orange, Sidhrawali, Gurgaon",Multicuisine,₹1400 for two,4.5
Cafe Dakia,delhi-ncr,"Sector 43, Gurgaon",Italian,₹700 for two,4.8
Privya,delhi-ncr,"Karkardooma, East Delhi",Multicuisine,₹1000 for two,4.7
Cafe Desire,delhi-ncr,"Netaji Subhash Place, North Delhi",Multicuisine,₹800 for two,3.8
Camo - Modern Cookhouse,delhi-ncr,"Sector 144, Noida",Multicuisine,₹1500 for two,4.9
Mama Miso,delhi-ncr,"Heritage Village Resort & Spa, Manesar",Asian,₹2000 for two,4.0
Arisii (The Coastal Kitchen),delhi-ncr,"Vibe by the Lalit Traveller, Faridabad",South Indian,₹1200 for two,4.5
Cherry Bar,delhi-ncr,"The Leela Ambience Convention Hotel, New Delhi","Finger Food, Cocktail Menu",₹2000 for two,4.5
The Record Room,delhi-ncr,"Hauz Khas Village, South Delhi","Cocktail Menu, Multicuisine",₹1400 for two,2.9
Rasayyah,delhi-ncr,"Meherchand Market, South Delhi","Indian, Awadhi",₹1800 for two,5.0
Rasamama,delhi-ncr,"Sector 104, Noida",South Indian,₹1000 for two,4.7
Baraamda Heritage,delhi-ncr,"Sector 142, Noida","Chinese, North Indian",₹1000 for two,3.9
Patiaala House,delhi-ncr,"Vikaspuri, West Delhi",Indian,₹800 for two,4.1
Khadak Singh Da Dhaba,delhi-ncr,"Sector 10, Dwarka, West Delhi",Multicuisine,₹1200 for two,4.5
The Irish House,delhi-ncr,"Epicuria Mall, Nehru Place",Finger Food,₹2500 for two,3.2
Rajouri House Cafe,delhi-ncr,"Rajouri Garden, West Delhi",Multicuisine,₹500 for two,4.0
AMPM Cafe & Bar,delhi-ncr,"Galleria Market, Gurgaon","Cocktail Menu, Multicuisine",₹1500 for two,4.3
Zaama Bar Kitchen Lounge,delhi-ncr,"Sector 113, Gurgaon",Multicuisine,₹2000 for two,4.8
Cantonese Aroma,delhi-ncr,"Baani square, Sector 50, Gurgaon",Chinese,₹1200 for two,4.2
Echoes Cafe,delhi-ncr,"Sector 17, Dwarka, West Delhi",Multicuisine,₹1400 for two,5.0
Philia,delhi-ncr,"Sector 104, Noida",Multicuisine,₹1100 for two,3.3
Pind Cafe & Lounge,delhi-ncr,"Mahagun Metro Mall, Ghaziabad","Cafe, Continental",₹800 for two,4.2
Belmonte,delhi-ncr,"Kalkaji, South Delhi",Multicuisine,₹800 for two,3.6
Diva - The Italian Restaurant,delhi-ncr,"Greater Kailash (GK) 2, South Delhi",Italian,₹4000 for two,4.7
Qissa,delhi-ncr,"Le Meridien, Gurgaon",Indian,₹3500 for two,4.0
Fort City Brewing,delhi-ncr,"Hauz Khas, South Delhi","Cocktail Menu, Multicuisine",₹1200 for two,4.5
Rehab Gastropub,delhi-ncr,"Hauz Khas Village, South Delhi",Multicuisine,₹1100 for two,3.8
Curious Mug,delhi-ncr,"Greater Noida, Noida",Multicuisine,₹1000 for two,3.7
Moon Cafe,delhi-ncr,"Sector 45, Gurgaon",Multicuisine,₹800 for two,4.0
Cafe 104,delhi-ncr,"The Fern Residency, Noida",Multicuisine,₹1000 for two,4.0
Amore Mio,delhi-ncr,"Greater Noida, Noida",Multicuisine,₹900 for two,4.0
The Deli,delhi-ncr,"Holiday Inn, Mayur Vihar Phase 1",Confectionery,₹2000 for two,4.0
Chawla's 2 Since 1960,delhi-ncr,"Shahdara, East Delhi","Chinese, North Indian",₹800 for two,4.0
The Runner's Cafe,delhi-ncr,"DLF Phase 4, Gurgaon",Multicuisine,₹1000 for two,4.0
Sethu - South Indian Cuisine,delhi-ncr,"Sector 25, Noida",South Indian,₹800 for two,4.0
The Patisserie,delhi-ncr,"Le Meridien, Gurgaon",Bakery,₹1000 for two,4.0
Bikkgane Biryani,delhi-ncr,"Sector 63, Noida","Biryani, Chinese, Mughlai",₹1000 for two,4.0
Le Cafe - Coffee Corner,delhi-ncr,"Fortune Park, East Delhi","Bakery, Coffee and Tea",₹600 for two,4.0
Majnu Ka Thela,delhi-ncr,"Saidulajab, South Delhi",Cafe,₹600 for two,4.0
The Deccan House,delhi-ncr,"Sector 22, Noida",Mughlai,₹500 for two,4.0
Oriental Bowl,delhi-ncr,"Sector 22, Noida",Chinese,₹500 for two,4.0
Gud Bites,delhi-ncr,"Sector 66, Gurgaon","Bakery, Italian",₹600 for two,4.0
Sky Bar,delhi-ncr,"Sector 63, Noida",Multicuisine,₹1200 for two,4.0
Brew Berry,delhi-ncr,"NIT, Faridabad",Multicuisine,₹400 for two,4.0
Pukkht,delhi-ncr,"Mehrauli, South Delhi",Indian,₹2000 for two,4.5
Sassy Mia! - Lounge,delhi-ncr,"Sector 37, Faridabad",Multicuisine,₹1200 for two,4.0
Comorin,delhi-ncr,"Two Horizon Center, Golf Course Road","Indian, Cocktail Menu",₹1800 for two,4.7
Boussac,delhi-ncr,"Punjabi Bagh, West Delhi",Multicuisine,₹1200 for two,4.0
The Bar,delhi-ncr,"Trident, Gurgaon","Cocktail Menu, Finger Food",₹2000 for two,4.9
The Roof Yard cafe By Da Macaw Heaven,delhi-ncr,"Sector 6, Dwarka, West Delhi",Multicuisine,₹1000 for two,4.0
The Fresh Freeze,delhi-ncr,"Vaishali, Ghaziabad",Indian,₹500 for two,4.0
NV Clubstraunt,delhi-ncr,"Indirapuram, Ghaziabad",Multicuisine,₹1200 for two,4.0
Jain Delight Cafe,delhi-ncr,"Indirapuram, Ghaziabad",Multicuisine,₹400 for two,4.0
Fulka - by Bella Italia,delhi-ncr,"Gwal Pahari, Gurgaon","Chinese, North Indian",₹1000 for two,5.0
Masala Company,delhi-ncr,"Raj Nagar Extension, Ghaziabad",Multicuisine,₹800 for two,5.0
Dum Pukht,delhi-ncr,"ITC Maurya, New Delhi","Awadhi, Indian",₹6500 for two,4.6
Shekaza Restaurant,delhi-ncr,"Kalkaji, South Delhi","Chinese, Indian",₹1000 for two,4.3
Cocoon - Eat.Play.Celebrate,delhi-ncr,"Vasundhara, Ghaziabad",Multicuisine,₹600 for two,3.7
Tim Hortons,delhi-ncr,"Punjabi Bagh, West Delhi",Coffee,₹800 for two,5.0
Cafe Central,delhi-ncr,"Radisson Gurugram,Sohna Road City Center, Gurgaon",Multicuisine,₹2200 for two,4.3
Mellow Garden,delhi-ncr,"Mansarover Garden, West Delhi",Multicuisine,₹1200 for two,3.8
The Cheesy Story,delhi-ncr,"Lajpat Nagar 2, South Delhi","Cafe, Fast Food",₹450 for two,4.9
Cafe Amour,delhi-ncr,"Punjabi Bagh, West Delhi",Multicuisine,₹1800 for two,4.0
Cafe Wanderer,delhi-ncr,"Alpha 1, Noida",Continental,₹500 for two,3.3
Bean & Co.,delhi-ncr,"Malviya Nagar, South Delhi","Cafe, Multicuisine",₹800 for two,3.0
Cocoba,delhi-ncr,"SDA, South Delhi",Multicuisine,₹2000 for two,3.0
Ottimo,delhi-ncr,"ITC Maurya, New Delhi","European, Italian",₹5000 for two,4.6
The Irish House,delhi-ncr,"DLF Mall of India, Sector 18, Noida",Multicuisine,₹2500 for two,5.0
Toksik,delhi-ncr,"Sector 75, Noida",Multicuisine,₹1200 for two,2.0
Leaf,delhi-ncr,"Sector 86, Faridabad",Multicuisine,₹1200 for two,2.0
Paatra,delhi-ncr,"Jaypee Siddharth, New Delhi",North Indian,₹3000 for two,4.5
Pendulo,delhi-ncr,"Mehrauli, South Delhi","Indian, Mexican",₹6000 for two,5.0
Cafe Aurika,delhi-ncr,"Sector 43, Gurgaon",Multicuisine,₹700 for two,4.2
Camillo's,delhi-ncr,"The Manor, New Delhi",Italian,₹1500 for two,4.5
Indian Origin,delhi-ncr,"Sector 81, Faridabad, Faridabad",Modern Indian,₹1600 for two,4.9
Fabcafe by Fabindia Noida,delhi-ncr,"Sector 104, Noida",Indian,₹800 for two,4.0
Moti Mahal Delux,delhi-ncr,"Omaxe World Street, Sector 79, Faridabad",Multicuisine,₹800 for two,4.7
Good Flippin' Burgers,delhi-ncr,"DLF Promenade Mall, Vasant Kunj",American,₹1100 for two,4.0
Mughlai Junction,delhi-ncr,"Indirapuram, Ghaziabad",Multicuisine,₹1000 for two,4.0
XIV Perch (A Symphony of Flavours),delhi-ncr,"Sector 63, Gurgaon",Multicuisine,₹1500 for two,5.0
Sassy Begum,delhi-ncr,"Ambience Mall, Vasant Kunj","Biryani, Indian",₹800 for two,3.0
Cdeli,delhi-ncr,"Sector 57, Gurgaon",Multicuisine,₹1100 for two,4.0
Oasis Baklawa,delhi-ncr,"East Patel Nagar, Central Delhi",Desserts,₹300 for two,4.5
La Kababiyaa,delhi-ncr,"Sector 7, Dwarka, West Delhi","Chinese, North Indian",₹600 for two,2.6
Chard,delhi-ncr,"Vasant Vihar, South Delhi",Burgers,₹1500 for two,4.7
D2 Cafe,delhi-ncr,"Sector 99, Gurgaon, Gurgaon",Multicuisine,₹1600 for two,4.0
Tuscan Lane,delhi-ncr,"ExpoInn Suites & Convention, Noida",Cafe,₹1500 for two,4.0
Savorium Restaurant,delhi-ncr,"Vikaspuri, West Delhi",Multicuisine,₹1300 for two,5.0
Farmers Kitchen & Cafe,delhi-ncr,"Sector 141, Noida",Multicuisine,₹1200 for two,4.0
Cafe O' Lait,delhi-ncr,Hilton Gurugram Baani City Centre,Bakery,₹2000 for two,4.0
Hoppe,delhi-ncr,"Nemesia City Centre, Sector 29, Gurgaon",Multicuisine,₹1200 for two,4.0
Fusion By Hotel Limon,delhi-ncr,"South City 1, Gurgaon",NA,₹1000 for two,4.0
The True Food Kitchen,delhi-ncr,"Sector 70, Gurgaon",Multicuisine,₹1300 for two,4.0
Veg Mantra,delhi-ncr,"Mohan Nagar, Ghaziabad","Beverages, Multicuisine",₹1000 for two,3.5
Club Ebowla BYOB,delhi-ncr,"Sector 30, Gurgaon",Multicuisine,₹900 for two,3.4
1 Oak Cafe & Bar,delhi-ncr,"Defence Colony, South Delhi",Multicuisine,₹2100 for two,4.3
Rooftop - The View,delhi-ncr,"Radisson Blu Towers Kaushambi Delhi NCR, Ghaziabad",Multicuisine,₹4000 for two,4.6
Seventh Sense,delhi-ncr,"Seven Seas Hotel, New Delhi",Multicuisine,₹3500 for two,4.2
Emperor Coffee House,delhi-ncr,"Sainik Farms, South Delhi","Cafe, Fast Food",₹600 for two,4.0
World Trail,delhi-ncr,"Sector 135, Noida",Pizza,₹700 for two,2.5
Tapas,delhi-ncr,"Jaypee Siddharth, New Delhi","Cocktail Menu, Finger Food",₹3000 for two,4.8
Bob's,delhi-ncr,"Sector 50, Gurgaon",Cafe,₹400 for two,2.5
The Backyard,delhi-ncr,"Punjabi Bagh, West Delhi","Cocktail Menu, Multicuisine",₹1400 for two,4.2
Osteria - The Authentic Italian Pizzeria,delhi-ncr,"Spectrum Metro Mall, Noida",Italian,₹1200 for two,4.5
Indie BBQ,delhi-ncr,"Sector 104, Noida","North Indian, Seafood",₹1500 for two,4.0
Patio,delhi-ncr,Deventure Sarovar Portico Kapashera,Multicuisine,₹1575 for two,4.1
Gelato Vinto,delhi-ncr,"Delhi, Gurgaon, Noida, Delhi NCR",Ice Cream,₹300 for two,4.0
Zariya by Dal Samarkand,delhi-ncr,"Kailash Colony, South Delhi","North Indian, Continental",₹1200 for two,4.0
Xero Degrees,delhi-ncr,"Omaxe Mall, Chandni Chowk",Fast Food,₹1000 for two,4.0
Niko - Modern Asian,delhi-ncr,"The Kitchens, Gurgaon",Asian,₹2000 for two,4.8
Cafe Indie,delhi-ncr,"DLF Cyber City, Gurgaon","Chinese, Indian",₹800 for two,4.7
Wow! China,delhi-ncr,"Hauz Khas Village, South Delhi",Chinese,₹400 for two,4.0
Bar Rum Bar,delhi-ncr,"Krishna Nagar, East Delhi",Multicuisine,₹1000 for two,4.9
Modern Grill,delhi-ncr,"Paschim Vihar, West Delhi",Multicuisine,₹1200 for two,4.4
The Groove,delhi-ncr,"32nd Avenue, Gurgaon",Multicuisine,₹2500 for two,4.1
At Majlis,delhi-ncr,"Sector 104, Noida","Mughlai, North Indian",₹1500 for two,4.0
Grass Cafe,delhi-ncr,"Greater Kailash (GK) 3, South Delhi",Cafe,₹1500 for two,4.0
Kaybabz and Grillz Express,delhi-ncr,"Ashok Vihar Phase 1, North Delhi","Barbeque, North Indian",₹800 for two,4.3
Caeli,delhi-ncr,"Greater Kailash (GK) 1, South Delhi",Multicuisine,₹2500 for two,4.2
Barboys,delhi-ncr,"Vaishali, Ghaziabad",Multicuisine,₹1500 for two,4.6
The Colony Bistro,delhi-ncr,"Lajpat Nagar 4, South Delhi",Multicuisine,₹1100 for two,2.7
Oju By Neuma,delhi-ncr,"Golf Course Road, Gurgaon",Japanese,₹5000 for two,4.0
The Spoon & Sip,delhi-ncr,"Raj Nagar, Ghaziabad",Multicuisine,₹1500 for two,3.3
KYREE,delhi-ncr,"Gujranwala Town, North Delhi",Multicuisine,₹1200 for two,3.7
Suzie Wong,delhi-ncr,"Rajendra Place, Central Delhi","Chinese, Thai",₹600 for two,4.5
Mala-Bar,delhi-ncr,"Ambience Mall, Vasant Kunj",Indian,₹1200 for two,2.0
Thalaivar,delhi-ncr,"Sector 65, Gurgaon",South Indian,₹800 for two,3.6
Suvarna Mahal,delhi-ncr,"Heritage Village Resort & Spa, Manesar",Multicuisine,₹2000 for two,4.0
Breeze 7 - Open Air Cafe,delhi-ncr,"Sector 7, Dwarka, West Delhi",Multicuisine,₹700 for two,4.0
The Mohans Resto Bar,delhi-ncr,"Ashok Vihar Phase 1, North Delhi",North Indian,₹500 for two,3.5
Berco's,delhi-ncr,"EDM Mall, Kaushambi",Chinese,₹1200 for two,5.0
Kutumb Restro And Bar,delhi-ncr,"Sector Alpha 2, Noida",Multicuisine,₹1300 for two,4.0
Sardari Fine Dine Restaurant And Bar,delhi-ncr,"Crossing Republik, Ghaziabad","Chinese, North Indian",₹1200 for two,4.0
Pero,delhi-ncr,"Udyog Vihar, Gurgaon",Cafe,₹2000 for two,5.0
Cafe Omi,delhi-ncr,"DLF Phase 3, Gurgaon",Cafe,₹700 for two,4.7
Bokan,delhi-ncr,"East of Kailash, South Delhi",Multicuisine,₹1500 for two,3.8
Crave Rooftop Cafe & Bar,delhi-ncr,"Kalkaji, South Delhi",Multicuisine,₹1400 for two,4.0
Cafe Inde,delhi-ncr,Inde Hotel Golf Course Extention,Multicuisine,₹1500 for two,4.0
Koffee Lounge,delhi-ncr,"Pitampura, North Delhi",Multicuisine,₹1400 for two,4.0
Rameshठा Cafe,delhi-ncr,"Tilak Nagar, West Delhi",Multicuisine,₹500 for two,4.0
D Nine,delhi-ncr,"Sector 49, Gurgaon",Multicuisine,₹1350 for two,5.0
Bulach,delhi-ncr,"Qutab Institutional Area, South Delhi",Multicuisine,₹4000 for two,1.8
Choko La,delhi-ncr,"Khan Market, Central Delhi",Confectionery,₹800 for two,3.3
Dough Boy Pizza,delhi-ncr,"M3m 65th Avenue, Sector 65, Gurgaon",Pizza,₹1000 for two,5.0
